transaction_id,transaction_date,transaction_time,store_location,product_category,product_type,product_detail,Size,unit_price,quantity,total,payment_type,customer_id
T102968,6/12/2024,12:15 PM,Downtown,Pastry,Scone,Scone , Medium,2.06,1,2.06,Card,C6306
T100184,6/13/2024,4:31 AM,Mall,Pastry,Croissant,Croissant , Small,1.05,1,1.05,Card,C2552
T100615,6/13/2024,6:07 AM,University,Coffee,Espresso,Espresso , Medium,4.83,1,4.83,Cash,C2587
T100749,6/13/2024,11:51 PM,University,Pastry,Muffin,Muffin , Medium,1.07,1,1.07,Cash,C1243
T101043,6/13/2024,5:49 AM,Downtown,Pastry,Bagel,Bagel , Medium,1.43,2,2.86,Cash,C8081
T101273,6/13/2024,6:15 AM,Suburb,Sandwich,Veggie Sandwich,Veggie Sandwich , Large,5.13,1,5.13,Card,C4642
T101345,6/13/2024,5:29 PM,Mall,Coffee,Mocha,Mocha , Small,3.89,1,3.89,Mobile,C3153
T101995,6/13/2024,2:17 AM,Mall,Beverage,Smoothie,Smoothie , Large,3.28,1,3.28,Card,C7801
T102874,6/13/2024,12:25 AM,Mall,Beverage,Smoothie,Smoothie , Small,2.74,1,2.74,Cash,C7581
T100799,6/14/2024,9:30 PM,University,Sandwich,Veggie Sandwich,Veggie Sandwich , Large,4.26,1,4.26,Card,C9422
T101235,6/14/2024,7:14 AM,Suburb,Coffee,Espresso,Espresso , Medium,2.92,1,2.92,Card,C5073
T101784,6/14/2024,2:52 PM,Downtown,Coffee,Cappuccino,Cappuccino , Large,4.31,1,4.31,Card,C7822
T101799,6/14/2024,9:00 PM,Suburb,Coffee,Espresso,Espresso , Large,3.54,1,3.54,Cash,C3109
T101832,6/14/2024,4:09 AM,Suburb,Coffee,Mocha,Mocha , Small,3.45,1,3.45,Cash,C4589
T102372,6/14/2024,12:27 AM,Downtown,Pastry,Bagel,Bagel , Medium,1.54,1,1.54,Card,C3974
T100046,6/15/2024,5:01 AM,University,Tea,Herbal,Herbal , Small,2.37,1,2.37,Cash,C1361
T100632,6/15/2024,7:54 AM,Suburb,Pastry,Muffin,Muffin , Large,1.75,1,1.75,Card,C8004
T102222,6/15/2024,1:11 AM,Airport,Pastry,Scone,Scone , Small,1.27,1,1.27,Cash,C5927
T102254,6/15/2024,3:11 PM,Downtown,Tea,Green Tea,Green Tea , Small,2.68,1,2.68,Cash,C5380
T102265,6/15/2024,12:06 PM,Downtown,Tea,Green Tea,Green Tea , Large,1.69,1,1.69,Mobile,C9391
T102919,6/15/2024,9:31 PM,Downtown,Sandwich,Tuna Sandwich,Tuna Sandwich , Medium,6.96,1,6.96,Card,C4013
T102957,6/15/2024,9:49 PM,University,Pastry,Scone,Scone , Small,2.74,1,2.74,Card,C5300
T100513,6/16/2024,10:43 AM,Airport,Beverage,Smoothie,Smoothie , Large,3.33,1,3.33,Mobile,C2613
T100608,6/16/2024,9:09 AM,Airport,Pastry,Muffin,Muffin , Small,1.98,1,1.98,Cash,C4496
T101008,6/16/2024,5:59 PM,Mall,Beverage,Smoothie,Smoothie , Medium,2.28,1,2.28,Cash,C2251
T101357,6/16/2024,11:59 PM,Airport,Coffee,Americano,Americano , Large,2.97,1,2.97,Card,C8036
T101633,6/16/2024,9:27 PM,Downtown,Coffee,Latte,Latte , Small,5.3,1,5.3,Card,C1496
T102945,6/16/2024,1:05 AM,Downtown,Tea,Chai,Chai , Large,2.27,1,2.27,Card,C8805
T100296,6/17/2024,6:09 AM,Downtown,Beverage,Iced Tea,Iced Tea , Large,2.6,1,2.6,Card,C6161
T101639,6/17/2024,6:20 PM,Downtown,Pastry,Croissant,Croissant , Small,1.62,1,1.62,Cash,C4590
T102084,6/17/2024,4:27 AM,Mall,Pastry,Croissant,Croissant , Large,2.83,2,5.66,Mobile,C4729
T102582,6/17/2024,6:04 AM,Mall,Beverage,Smoothie,Smoothie , Large,1.9,1,1.9,Card,C6612
T102899,6/17/2024,7:57 AM,Downtown,Tea,Chai,Chai , Small,1.62,1,1.62,Cash,C1313
T100031,6/18/2024,7:21 AM,Downtown,Tea,Green Tea,Green Tea , Small,2.66,1,2.66,Card,C2236
T100159,6/18/2024,1:55 PM,Downtown,Pastry,Scone,Scone , Large,3.44,1,3.44,Card,C2050
T100373,6/18/2024,1:16 PM,Suburb,Pastry,Scone,Scone , Medium,1.55,1,1.55,Cash,C5823
T100406,6/18/2024,11:45 AM,Downtown,Coffee,Cappuccino,Cappuccino , Medium,3.01,1,3.01,Card,C4580
T100609,6/18/2024,5:03 PM,University,Pastry,Croissant,Croissant , Large,0.95,1,0.95,Mobile,C6394
T100844,6/18/2024,6:00 AM,Downtown,Coffee,Flat White,Flat White , Large,1.55,1,1.55,Cash,C5649
T101494,6/18/2024,1:41 PM,Airport,Tea,Herbal,Herbal , Large,2.2,1,2.2,Card,C6112
T101596,6/18/2024,6:06 AM,Downtown,Coffee,Espresso,Espresso , Medium,1.34,1,1.34,Card,C2632
T101645,6/18/2024,10:52 AM,Downtown,Pastry,Croissant,Croissant , Small,2.24,1,2.24,Card,C8696
T102208,6/18/2024,9:48 PM,University,Coffee,Mocha,Mocha , Small,3.4,1,3.4,Card,C3267
T100148,6/19/2024,1:43 PM,Airport,Sandwich,Tuna Sandwich,Tuna Sandwich , Large,5,1,5,Card,C4682
T101141,6/19/2024,5:24 AM,Mall,Pastry,Croissant,Croissant , Medium,1.89,1,1.89,Card,C3006
T101481,6/19/2024,7:31 PM,Mall,Pastry,Scone,Scone , Medium,1.6,1,1.6,Card,C1112
T101986,6/19/2024,8:58 PM,University,Coffee,Latte,Latte , Small,4.58,2,9.16,Card,C9062
T102653,6/19/2024,1:27 AM,Airport,Pastry,Muffin,Muffin , Large,2.5,1,2.5,Card,C5380
T100120,6/20/2024,2:58 PM,Mall,Tea,Chai,Chai , Medium,3.32,1,3.32,Card,C1382
T100188,6/20/2024,11:43 PM,Downtown,Beverage,Lemonade,Lemonade , Medium,1.55,1,1.55,Mobile,C2328
T100216,6/20/2024,5:27 PM,Mall,Coffee,Espresso,Espresso , Small,3.95,1,3.95,Mobile,C4321
T100330,6/20/2024,5:14 PM,Downtown,Sandwich,Chicken Sandwich,Chicken Sandwich , Small,6.08,1,6.08,Mobile,C2117
T101006,6/20/2024,11:55 PM,Airport,Pastry,Croissant,Croissant , Small,1.77,1,1.77,Card,C8526
T101420,6/20/2024,8:49 AM,Downtown,Pastry,Muffin,Muffin , Small,1.37,1,1.37,Card,C6476
T102193,6/20/2024,6:16 PM,Mall,Sandwich,Chicken Sandwich,Chicken Sandwich , Medium,6.24,2,12.48,Cash,C1119
T102297,6/20/2024,8:10 AM,Downtown,Coffee,Americano,Americano , Medium,3.09,1,3.09,Card,C1732
T102612,6/20/2024,4:19 PM,Airport,Coffee,Mocha,Mocha , Medium,4.2,1,4.2,Card,C8876
T100382,6/21/2024,7:06 PM,Suburb,Coffee,Espresso,Espresso , Small,3.49,1,3.49,Card,C9422
T100639,6/21/2024,5:00 PM,Suburb,Coffee,Cappuccino,Cappuccino , Large,4.15,1,4.15,Cash,C6945
T100657,6/21/2024,3:39 PM,Mall,Tea,Herbal,Herbal , Small,2.07,2,4.14,Cash,C2756
T100659,6/21/2024,3:34 PM,Airport,Pastry,Muffin,Muffin , Medium,2.74,1,2.74,Card,C4120
T100757,6/21/2024,4:42 AM,Downtown,Coffee,Espresso,Espresso , Large,3.43,1,3.43,Card,C5126
T100978,6/21/2024,7:00 AM,Mall,Coffee,Americano,Americano , Medium,2.92,1,2.92,Mobile,C7652
T101111,6/21/2024,4:00 PM,Suburb,Sandwich,Tuna Sandwich,Tuna Sandwich , Large,4.8,1,4.8,Card,C6821
T101362,6/21/2024,6:34 PM,University,Pastry,Bagel,Bagel , Large,2.23,1,2.23,Card,C9203
T101881,6/21/2024,7:23 AM,Mall,Sandwich,Chicken Sandwich,Chicken Sandwich , Large,4.08,2,8.16,Card,C5339
T102194,6/21/2024,5:21 AM,University,Coffee,Mocha,Mocha , Small,3.33,1,3.33,Cash,C5768
T102411,6/21/2024,12:35 AM,Downtown,Coffee,Flat White,Flat White , Large,4.36,1,4.36,Mobile,C3256
T102490,6/21/2024,4:46 PM,Airport,Coffee,Latte,Latte , Large,2.24,1,2.24,Mobile,C4655
T102539,6/21/2024,7:04 AM,Airport,Tea,Green Tea,Green Tea , Large,2.42,1,2.42,Card,C7798
T102757,6/21/2024,11:53 PM,Mall,Pastry,Scone,Scone , Small,2.18,1,2.18,Card,C8748
T100359,6/22/2024,4:57 PM,Mall,Pastry,Scone,Scone , Small,2.82,1,2.82,Card,C9579
T100606,6/22/2024,6:45 AM,Mall,Coffee,Latte,Latte , Small,4.14,1,4.14,Cash,C2564
T101767,6/22/2024,11:22 PM,Mall,Coffee,Latte,Latte , Medium,2.74,1,2.74,Card,C1242
T101835,6/22/2024,5:51 AM,University,Sandwich,Veggie Sandwich,Veggie Sandwich , Small,6.07,1,6.07,Cash,C8026
T102614,6/22/2024,8:04 AM,Downtown,Coffee,Flat White,Flat White , Small,4.42,1,4.42,Card,C8086
T102825,6/22/2024,7:30 AM,Suburb,Sandwich,Chicken Sandwich,Chicken Sandwich , Large,6.69,1,6.69,Cash,C4853
T100035,6/23/2024,12:51 PM,Mall,Coffee,Americano,Americano , Medium,3.47,1,3.47,Card,C2042
T101230,6/23/2024,6:33 AM,Downtown,Beverage,Iced Tea,Iced Tea , Small,2.51,1,2.51,Card,C6599
T101708,6/23/2024,9:59 AM,Mall,Pastry,Scone,Scone , Large,0.87,1,0.87,Cash,C8207
T101732,6/23/2024,12:59 PM,Suburb,Coffee,Espresso,Espresso , Large,2.64,2,5.28,Mobile,C3275
T101993,6/23/2024,8:06 PM,Downtown,Sandwich,Tuna Sandwich,Tuna Sandwich , Medium,5.96,1,5.96,Card,C6163
T102053,6/23/2024,1:16 PM,Downtown,Coffee,Espresso,Espresso , Medium,3.28,1,3.28,Mobile,C3419
T102229,6/23/2024,9:27 AM,Mall,Coffee,Cappuccino,Cappuccino , Large,3.72,1,3.72,Cash,C8092
T100306,6/24/2024,9:35 AM,Suburb,Coffee,Americano,Americano , Small,3.13,1,3.13,Card,C2677
T100371,6/24/2024,4:17 AM,University,Tea,Herbal,Herbal , Large,1.52,1,1.52,Card,C9233
T101464,6/24/2024,4:32 AM,Downtown,Coffee,Mocha,Mocha , Small,2.99,1,2.99,Card,C7368
T101606,6/24/2024,1:20 PM,Mall,Beverage,Smoothie,Smoothie , Small,1.9,1,1.9,Card,C1833
T101610,6/24/2024,3:26 PM,Downtown,Coffee,Latte,Latte , Medium,4.38,1,4.38,Cash,C2347
T102086,6/24/2024,8:00 AM,Mall,Tea,Chai,Chai , Large,2.58,1,2.58,Cash,C2024
T102991,6/24/2024,1:31 AM,Downtown,Pastry,Bagel,Bagel , Medium,1.17,1,1.17,Card,C2874
T100543,6/25/2024,10:47 PM,Downtown,Tea,Green Tea,Green Tea , Large,2.46,1,2.46,Card,C9144
T100567,6/25/2024,4:53 AM,Downtown,Pastry,Croissant,Croissant , Medium,2.72,1,2.72,Mobile,C2387
T100727,6/25/2024,6:37 PM,Downtown,Coffee,Mocha,Mocha , Medium,3.84,1,3.84,Card,C2896
T100736,6/25/2024,6:56 AM,University,Coffee,Mocha,Mocha , Medium,2.66,1,2.66,Mobile,C9309
T101195,6/25/2024,6:43 PM,Downtown,Pastry,Bagel,Bagel , Small,2.4,1,2.4,Card,C2746
T101205,6/25/2024,4:40 AM,Mall,Tea,Green Tea,Green Tea , Large,2.5,1,2.5,Cash,C5392
T101517,6/25/2024,2:59 AM,Mall,Coffee,Cappuccino,Cappuccino , Small,3.34,2,6.68,Mobile,C1614
T101566,6/25/2024,6:26 AM,Airport,Tea,Black Tea,Black Tea , Medium,1.42,1,1.42,Cash,C2951
T101917,6/25/2024,9:27 AM,Downtown,Beverage,Lemonade,Lemonade , Small,2.47,1,2.47,Card,C2073
T102901,6/25/2024,5:55 PM,Mall,Beverage,Smoothie,Smoothie , Small,3.28,1,3.28,Cash,C1232
T100505,6/26/2024,12:48 PM,Mall,Pastry,Croissant,Croissant , Medium,3.26,1,3.26,Cash,C3041
T100695,6/26/2024,1:32 AM,Downtown,Coffee,Americano,Americano , Medium,4.79,2,9.58,Card,C7364
T101002,6/26/2024,8:21 AM,Mall,Sandwich,Chicken Sandwich,Chicken Sandwich , Large,5.26,1,5.26,Card,C4480
T101248,6/26/2024,2:25 PM,Mall,Beverage,Iced Tea,Iced Tea , Small,1.73,1,1.73,Mobile,C8039
T101572,6/26/2024,2:21 PM,Downtown,Coffee,Americano,Americano , Medium,4.02,1,4.02,Mobile,C4631
T101852,6/26/2024,1:00 PM,University,Coffee,Mocha,Mocha , Medium,2.6,1,2.6,Card,C5734
T102035,6/26/2024,9:14 PM,Suburb,Coffee,Flat White,Flat White , Large,3.96,1,3.96,Cash,C1658
T102436,6/26/2024,7:12 AM,Downtown,Coffee,Flat White,Flat White , Large,4.39,1,4.39,Cash,C4406
T102461,6/26/2024,1:09 PM,Suburb,Sandwich,Chicken Sandwich,Chicken Sandwich , Large,4.81,2,9.62,Card,C4188
T102861,6/26/2024,8:48 AM,University,Tea,Green Tea,Green Tea , Large,2.51,1,2.51,Card,C9890
T102886,6/26/2024,5:10 PM,Mall,Sandwich,Veggie Sandwich,Veggie Sandwich , Small,5.8,1,5.8,Cash,C5191
T102960,6/26/2024,8:16 AM,Airport,Coffee,Americano,Americano , Medium,2.97,1,2.97,Card,C9982
T100137,6/27/2024,10:00 PM,Suburb,Tea,Black Tea,Black Tea , Medium,2.77,1,2.77,Card,C3529
T100508,6/27/2024,8:14 AM,University,Coffee,Espresso,Espresso , Medium,3.14,1,3.14,Cash,C1689
T101059,6/27/2024,11:36 PM,University,Beverage,Smoothie,Smoothie , Medium,3.57,1,3.57,Card,C3879
T101075,6/27/2024,9:29 AM,Airport,Coffee,Flat White,Flat White , Small,3.79,1,3.79,Cash,C3642
T101187,6/27/2024,11:50 PM,University,Pastry,Croissant,Croissant , Small,1.29,1,1.29,Cash,C2343
T101808,6/27/2024,6:31 AM,Airport,Pastry,Croissant,Croissant , Medium,1.85,1,1.85,Cash,C7163
T102018,6/27/2024,8:27 PM,Downtown,Pastry,Muffin,Muffin , Large,1.74,2,3.48,Card,C9666
T100194,6/28/2024,1:49 AM,University,Sandwich,Chicken Sandwich,Chicken Sandwich , Medium,6.19,2,12.38,Card,C9730
T100405,6/28/2024,1:57 AM,Mall,Pastry,Scone,Scone , Large,0.84,1,0.84,Card,C8973
T100489,6/28/2024,9:02 PM,Downtown,Coffee,Latte,Latte , Medium,3.26,1,3.26,Cash,C2144
T100879,6/28/2024,1:12 PM,Mall,Coffee,Flat White,Flat White , Large,3.92,1,3.92,Card,C7989
T100935,6/28/2024,7:41 PM,Airport,Tea,Herbal,Herbal , Small,1.94,1,1.94,Card,C1388
T101191,6/28/2024,2:56 AM,Downtown,Sandwich,Chicken Sandwich,Chicken Sandwich , Medium,5.01,1,5.01,Card,C6916
T102357,6/28/2024,2:46 PM,Suburb,Beverage,Lemonade,Lemonade , Large,2.87,1,2.87,Cash,C1951
T100341,6/29/2024,1:27 PM,Mall,Pastry,Scone,Scone , Medium,2.44,1,2.44,Card,C9099
T100587,6/29/2024,11:55 PM,Airport,Beverage,Lemonade,Lemonade , Large,3.68,1,3.68,Card,C8268
T101372,6/29/2024,12:16 AM,Airport,Beverage,Iced Tea,Iced Tea , Small,2.29,1,2.29,Cash,C1656
T101644,6/29/2024,4:24 PM,Mall,Coffee,Flat White,Flat White , Large,4.95,1,4.95,Card,C2728
T101771,6/29/2024,8:06 PM,Suburb,Coffee,Flat White,Flat White , Large,2.8,1,2.8,Cash,C5668
T102022,6/29/2024,11:55 AM,University,Tea,Herbal,Herbal , Large,2.92,1,2.92,Cash,C5552
T102488,6/29/2024,5:47 AM,Suburb,Sandwich,Tuna Sandwich,Tuna Sandwich , Small,2.84,1,2.84,Cash,C6096
T102594,6/29/2024,11:32 PM,Mall,Sandwich,Veggie Sandwich,Veggie Sandwich , Large,5.77,2,11.54,Cash,C1831
T100631,6/30/2024,6:36 AM,Downtown,Coffee,Espresso,Espresso , Medium,4.09,1,4.09,Cash,C6620
T101162,6/30/2024,12:02 AM,Suburb,Tea,Chai,Chai , Large,3.1,1,3.1,Cash,C7223
T101188,6/30/2024,7:35 PM,Airport,Coffee,Latte,Latte , Small,4.16,1,4.16,Card,C6490
T101274,6/30/2024,10:44 PM,Downtown,Pastry,Bagel,Bagel , Medium,2.67,1,2.67,Card,C4655
T102824,6/30/2024,8:22 AM,Suburb,Coffee,Cappuccino,Cappuccino , Large,2.8,1,2.8,Mobile,C9741
T102844,6/30/2024,5:52 AM,Mall,Tea,Herbal,Herbal , Medium,2.76,1,2.76,Card,C2719
T100553,7/1/2024,7:05 AM,Downtown,Coffee,Espresso,Espresso , Small,3.37,1,3.37,Cash,C5098
T100825,7/1/2024,2:41 PM,Airport,Beverage,Iced Tea,Iced Tea , Large,3.63,1,3.63,Card,C6138
T101482,7/1/2024,9:49 PM,Downtown,Coffee,Flat White,Flat White , Medium,3.93,1,3.93,Card,C8183
T101885,7/1/2024,9:03 PM,Downtown,Tea,Herbal,Herbal , Large,2.76,1,2.76,Card,C4993
T102474,7/1/2024,1:18 AM,Airport,Tea,Black Tea,Black Tea , Small,3.26,1,3.26,Card,C8007
T102497,7/1/2024,6:22 AM,Suburb,Coffee,Espresso,Espresso , Medium,2.17,1,2.17,Card,C1959
T102604,7/1/2024,3:49 PM,Mall,Coffee,Flat White,Flat White , Large,2.4,1,2.4,Card,C7062
T102760,7/1/2024,3:58 PM,University,Coffee,Flat White,Flat White , Large,3.66,1,3.66,Card,C6202
T102762,7/1/2024,4:58 AM,University,Beverage,Lemonade,Lemonade , Small,3.05,1,3.05,Card,C9181
T100223,7/2/2024,7:21 AM,Mall,Beverage,Smoothie,Smoothie , Large,3.2,1,3.2,Cash,C6110
T100809,7/2/2024,5:40 AM,Suburb,Coffee,Cappuccino,Cappuccino , Small,3.71,2,7.42,Card,C1402
T100830,7/2/2024,1:13 AM,Airport,Tea,Green Tea,Green Tea , Medium,2.79,1,2.79,Cash,C7201
T101102,7/2/2024,4:36 AM,Mall,Sandwich,Chicken Sandwich,Chicken Sandwich , Small,3.39,2,6.78,Cash,C1425
T102034,7/2/2024,6:31 PM,University,Beverage,Iced Tea,Iced Tea , Medium,3.7,1,3.7,Card,C8246
T102656,7/2/2024,1:42 AM,Mall,Sandwich,Veggie Sandwich,Veggie Sandwich , Small,5.1,2,10.2,Card,C1188
T102853,7/2/2024,11:26 AM,University,Pastry,Croissant,Croissant , Medium,1.61,1,1.61,Card,C3448
T100466,7/3/2024,10:38 PM,University,Beverage,Iced Tea,Iced Tea , Small,2.59,1,2.59,Card,C7356
T101509,7/3/2024,1:33 AM,Downtown,Tea,Herbal,Herbal , Large,2.77,1,2.77,Mobile,C1418
T102031,7/3/2024,9:31 PM,Airport,Coffee,Flat White,Flat White , Medium,2.12,1,2.12,Card,C5611
T100396,7/4/2024,6:20 AM,Airport,Pastry,Scone,Scone , Medium,1.87,1,1.87,Card,C1956
T100589,7/4/2024,9:47 PM,Airport,Pastry,Scone,Scone , Small,2.05,2,4.1,Cash,C5188
T100693,7/4/2024,2:49 PM,Suburb,Coffee,Espresso,Espresso , Medium,1.76,1,1.76,Cash,C3492
T101620,7/4/2024,4:26 PM,Downtown,Coffee,Mocha,Mocha , Medium,2.99,1,2.99,Card,C9116
T101929,7/4/2024,2:25 PM,Airport,Pastry,Bagel,Bagel , Medium,2.56,1,2.56,Cash,C7779
T102671,7/4/2024,4:44 AM,University,Pastry,Croissant,Croissant , Small,2.03,1,2.03,Mobile,C7271
T102707,7/4/2024,10:44 PM,Airport,Coffee,Cappuccino,Cappuccino , Large,3.59,1,3.59,Mobile,C3311
T102735,7/4/2024,3:59 AM,Airport,Coffee,Americano,Americano , Medium,2.88,1,2.88,Cash,C7992
T100154,7/5/2024,12:58 PM,Downtown,Coffee,Americano,Americano , Large,4.42,1,4.42,Card,C6952
T100204,7/5/2024,8:00 AM,Downtown,Tea,Chai,Chai , Small,2.18,1,2.18,Card,C5751
T100236,7/5/2024,11:09 PM,University,Beverage,Lemonade,Lemonade , Large,3.45,1,3.45,Card,C3037
T100565,7/5/2024,12:04 AM,Mall,Pastry,Bagel,Bagel , Medium,2.18,1,2.18,Card,C4235
T100892,7/5/2024,6:05 PM,Downtown,Sandwich,Veggie Sandwich,Veggie Sandwich , Small,4.47,2,8.94,Card,C4662
T101382,7/5/2024,10:50 PM,Downtown,Coffee,Flat White,Flat White , Medium,3.94,1,3.94,Cash,C9643
T101530,7/5/2024,8:20 AM,Downtown,Pastry,Scone,Scone , Small,2.12,1,2.12,Card,C3126
T100032,7/6/2024,5:14 AM,University,Coffee,Espresso,Espresso , Small,3.07,1,3.07,Card,C5208
T100089,7/6/2024,3:21 PM,Mall,Coffee,Latte,Latte , Small,3.4,1,3.4,Card,C5605
T100344,7/6/2024,10:37 AM,Suburb,Tea,Black Tea,Black Tea , Medium,3,1,3,Cash,C5380
T101287,7/6/2024,12:43 PM,Downtown,Coffee,Latte,Latte , Small,4.03,1,4.03,Card,C5255
T101476,7/6/2024,10:07 AM,Downtown,Beverage,Smoothie,Smoothie , Large,3.89,1,3.89,Card,C9827
T101649,7/6/2024,4:43 AM,Downtown,Tea,Chai,Chai , Large,1.64,1,1.64,Card,C5443
T101679,7/6/2024,8:48 AM,Downtown,Beverage,Lemonade,Lemonade , Large,2.83,1,2.83,Cash,C4329
T101867,7/6/2024,8:54 AM,Downtown,Coffee,Cappuccino,Cappuccino , Large,3.58,1,3.58,Card,C5058
T102257,7/6/2024,11:50 PM,University,Pastry,Croissant,Croissant , Large,1.43,1,1.43,Cash,C6743
T102493,7/6/2024,1:40 PM,Downtown,Coffee,Cappuccino,Cappuccino , Large,4.32,1,4.32,Mobile,C1079
T102722,7/6/2024,4:26 AM,Mall,Coffee,Latte,Latte , Large,2.89,1,2.89,Cash,C9963
T102743,7/6/2024,6:51 AM,Mall,Sandwich,Chicken Sandwich,Chicken Sandwich , Medium,5.5,1,5.5,Card,C2558
T102828,7/6/2024,10:57 PM,Airport,Tea,Green Tea,Green Tea , Medium,3.5,1,3.5,Mobile,C9343
T100005,7/7/2024,11:54 AM,University,Coffee,Mocha,Mocha , Large,4.39,1,4.39,Card,C1514
T100456,7/7/2024,12:12 PM,Airport,Pastry,Croissant,Croissant , Medium,2.13,1,2.13,Mobile,C7263
T101210,7/7/2024,11:58 PM,Suburb,Coffee,Cappuccino,Cappuccino , Large,3.57,1,3.57,Cash,C7679
T102654,7/7/2024,2:55 AM,Mall,Beverage,Smoothie,Smoothie , Medium,3.06,1,3.06,Card,C2820
T100034,7/8/2024,10:40 PM,Suburb,Coffee,Latte,Latte , Medium,2.03,1,2.03,Card,C3346
T100079,7/8/2024,10:09 AM,Airport,Pastry,Muffin,Muffin , Large,1.93,1,1.93,Cash,C2777
T100173,7/8/2024,6:04 PM,Suburb,Pastry,Bagel,Bagel , Large,1.91,1,1.91,Mobile,C2327
T100398,7/8/2024,12:15 AM,Airport,Beverage,Smoothie,Smoothie , Large,3.05,1,3.05,Cash,C1986
T100549,7/8/2024,11:15 AM,Downtown,Coffee,Cappuccino,Cappuccino , Small,4,1,4,Card,C6915
T100650,7/8/2024,10:28 PM,University,Coffee,Cappuccino,Cappuccino , Small,4.16,1,4.16,Cash,C6209
T101363,7/8/2024,7:15 AM,Downtown,Pastry,Scone,Scone , Medium,1.37,1,1.37,Card,C6171
T102358,7/8/2024,5:20 AM,Mall,Pastry,Muffin,Muffin , Small,2.91,1,2.91,Mobile,C5021
T102444,7/8/2024,7:38 AM,Downtown,Tea,Green Tea,Green Tea , Large,3.44,1,3.44,Card,C4403
T102585,7/8/2024,10:55 AM,Airport,Coffee,Cappuccino,Cappuccino , Large,4.2,1,4.2,Card,C8796
T100068,7/9/2024,12:18 AM,Suburb,Sandwich,Tuna Sandwich,Tuna Sandwich , Medium,4.3,1,4.3,Cash,C6669
T100346,7/9/2024,10:23 AM,Suburb,Beverage,Smoothie,Smoothie , Small,2.05,1,2.05,Card,C3542
T100651,7/9/2024,8:52 AM,Downtown,Sandwich,Veggie Sandwich,Veggie Sandwich , Small,6.22,1,6.22,Card,C8645
T101647,7/9/2024,2:22 PM,Mall,Coffee,Flat White,Flat White , Medium,5.14,1,5.14,Card,C3173
T102464,7/9/2024,6:56 AM,Mall,Coffee,Mocha,Mocha , Small,2.79,1,2.79,Card,C9403
T102494,7/9/2024,2:26 PM,University,Coffee,Americano,Americano , Medium,2.67,1,2.67,Cash,C5308
T102658,7/9/2024,10:01 PM,Downtown,Coffee,Americano,Americano , Large,2.1,1,2.1,Card,C9670
T100021,7/10/2024,9:09 AM,Downtown,Pastry,Scone,Scone , Medium,1.78,1,1.78,Card,C8566
T100327,7/10/2024,4:45 AM,Downtown,Sandwich,Veggie Sandwich,Veggie Sandwich , Large,4.59,1,4.59,Card,C5684
T100457,7/10/2024,10:51 PM,Downtown,Sandwich,Veggie Sandwich,Veggie Sandwich , Medium,4.51,1,4.51,Card,C3434
T100541,7/10/2024,5:25 AM,Downtown,Pastry,Muffin,Muffin , Medium,1.27,1,1.27,Cash,C4553
T100701,7/10/2024,10:52 AM,University,Sandwich,Chicken Sandwich,Chicken Sandwich , Medium,6.23,1,6.23,Card,C8617
T100787,7/10/2024,6:41 AM,Downtown,Tea,Herbal,Herbal , Large,2.97,1,2.97,Cash,C9127
T100904,7/10/2024,2:26 AM,Mall,Coffee,Latte,Latte , Small,3.42,1,3.42,Card,C5483
T101698,7/10/2024,4:24 AM,Downtown,Coffee,Latte,Latte , Large,4.5,1,4.5,Cash,C7048
T101707,7/10/2024,5:20 AM,Mall,Beverage,Lemonade,Lemonade , Medium,1.34,1,1.34,Card,C5987
T102080,7/10/2024,5:01 AM,Airport,Coffee,Americano,Americano , Small,2.16,1,2.16,Card,C9637
T102515,7/10/2024,1:06 AM,Mall,Tea,Black Tea,Black Tea , Medium,2.46,1,2.46,Mobile,C7139
T102755,7/10/2024,10:05 PM,Mall,Beverage,Iced Tea,Iced Tea , Small,2.96,1,2.96,Cash,C7513
T102809,7/10/2024,11:21 AM,University,Sandwich,Tuna Sandwich,Tuna Sandwich , Medium,4.69,1,4.69,Card,C6263
T102927,7/10/2024,6:46 PM,Mall,Tea,Black Tea,Black Tea , Large,2.42,1,2.42,Card,C3390
T101370,7/11/2024,9:09 PM,Airport,Sandwich,Tuna Sandwich,Tuna Sandwich , Small,6.02,2,12.04,Card,C1365
T101525,7/11/2024,5:05 PM,Suburb,Pastry,Scone,Scone , Medium,1.62,2,3.24,Card,C8505
T101701,7/11/2024,6:30 PM,Airport,Coffee,Mocha,Mocha , Large,3.84,1,3.84,Card,C8323
T102055,7/11/2024,10:03 PM,Downtown,Sandwich,Chicken Sandwich,Chicken Sandwich , Medium,2.6,1,2.6,Card,C3628
T100292,7/12/2024,2:41 PM,Mall,Pastry,Scone,Scone , Medium,1.95,1,1.95,Card,C9767
T100612,7/12/2024,7:50 AM,University,Sandwich,Veggie Sandwich,Veggie Sandwich , Medium,5.44,1,5.44,Card,C5473
T100974,7/12/2024,6:58 PM,Downtown,Tea,Black Tea,Black Tea , Medium,1.48,1,1.48,Card,C6222
T101231,7/12/2024,12:14 AM,Airport,Coffee,Mocha,Mocha , Small,3.62,1,3.62,Card,C6690
T101831,7/12/2024,9:22 PM,Mall,Coffee,Flat White,Flat White , Small,4.04,1,4.04,Card,C4478
T100303,7/13/2024,1:02 AM,Airport,Coffee,Latte,Latte , Large,4.3,1,4.3,Cash,C4315
T100832,7/13/2024,1:17 PM,Mall,Coffee,Mocha,Mocha , Large,4.69,2,9.38,Card,C8825
